2, 4690, Note_on_c, 0, 72, 0
2, 4800, Note_on_c, 0, 73, 0
2, 4800, Note_on_c, 0, 76, 0
2, 4800, Note_on_c, 0, 73, 26
2, 4800, Note_on_c, 0, 81, 44
2, 5280, Note_on_c, 0, 81, 0
2, 5280, Note_on_c, 0, 73, 0
2, 5280, Note_on_c, 0, 81, 31
2, 5280, Note_on_c, 0, 73, 26
2, 5760, Note_on_c, 0, 73, 0
2, 5760, Note_on_c, 0, 81, 0
2, 5760, Note_on_c, 0, 81, 31
2, 5760, Note_on_c, 0, 73, 26
2, 6700, Note_on_c, 0, 73, 0
2, 6700, Note_on_c, 0, 81, 0
2, 6720, Note_on_c, 0, 73, 48
2, 6720, Note_on_c, 0, 64, 40
2, 7200, Note_on_c, 0, 64, 0
2, 7200, Note_on_c, 0, 73, 0
2, 7200, Note_on_c, 0, 61, 40
2, 7200, Note_on_c, 0, 70, 48
2, 7560, Note_on_c, 0, 62, 32
2, 7560, Note_on_c, 0, 71, 38
2, 7570, Note_on_c, 0, 70, 0
2, 7570, Note_on_c, 0, 61, 0
2, 7680, Note_on_c, 0, 71, 0
2, 7680, Note_on_c, 0, 74, 42
2, 7680, Note_on_c, 0, 66, 35
2, 8160, Note_on_c, 0, 66, 0
2, 8160, Note_on_c, 0, 74, 0
2, 8160, Note_on_c, 0, 74, 32
2, 8160, Note_on_c, 0, 66, 27
2, 8640, Note_on_c, 0, 66, 0
2, 8640, Note_on_c, 0, 74, 0
2, 8640, Note_on_c, 0, 74, 27
2, 8640, Note_on_c, 0, 66, 23
2, 9580, Note_on_c, 0, 66, 0
2, 9580, Note_on_c, 0, 74, 0
2, 9600, Note_on_c, 0, 62, 0
2, 9600, Note_on_c, 0, 62, 31
2, 9600, Note_on_c, 0, 68, 37
2, 10080, Note_on_c, 0, 68, 0
2, 10080, Note_on_c, 0, 62, 0
2, 10080, Note_on_c, 0, 62, 33
2, 10080, Note_on_c, 0, 68, 39
2, 10440, Note_on_c, 0, 61, 31
2, 10440, Note_on_c, 0, 69, 37
2, 10450, Note_on_c, 0, 68, 0
2, 10450, Note_on_c, 0, 62, 0
2, 10560, Note_on_c, 0, 61, 0
2, 10560, Note_on_c, 0, 69, 0
2, 10560, Note_on_c, 0, 61, 18
2, 10560, Note_on_c, 0, 73, 33
2, 11040, Note_on_c, 0, 73, 0
2, 11040, Note_on_c, 0, 61, 0
2, 11040, Note_on_c, 0, 73, 22
2, 11040, Note_on_c, 0, 61, 18
2, 11520, Note_on_c, 0, 61, 0
2, 11520, Note_on_c, 0, 73, 0
2, 11520, Note_on_c, 0, 61, 15
2, 11520, Note_on_c, 0, 73, 18
2, 12460, Note_on_c, 0, 73, 0
2, 12460, Note_on_c, 0, 61, 0
2, 12480, Note_on_c, 0, 64, 60
2, 12960, Note_on_c, 0, 73, 57
2, 12960, Note_on_c, 0, 68, 48
2, 13320, Note_on_c, 0, 74, 57
2, 13330, Note_on_c, 0, 73, 0
2, 13440, Note_on_c, 0, 64, 0
2, 13440, Note_on_c, 0, 68, 0
2, 13440, Note_on_c, 0, 74, 0
2, 13440, Note_on_c, 0, 68, 41
2, 13440, Note_on_c, 0, 62, 41
2, 13440, Note_on_c, 0, 71, 49
2, 13920, Note_on_c, 0, 71, 0
2, 13920, Note_on_c, 0, 62, 0
2, 13920, Note_on_c, 0, 68, 0
2, 13920, Note_on_c, 0, 62, 31
2, 13920, Note_on_c, 0, 68, 31
2, 13920, Note_on_c, 0, 71, 37
2, 14400, Note_on_c, 0, 71, 0
2, 14400, Note_on_c, 0, 68, 0
2, 14400, Note_on_c, 0, 62, 0
2, 14400, Note_on_c, 0, 62, 27
2, 14400, Note_on_c, 0, 68, 27
2, 14400, Note_on_c, 0, 71, 32
2, 15340, Note_on_c, 0, 71, 0
2, 15340, Note_on_c, 0, 68, 0
2, 15340, Note_on_c, 0, 62, 0
2, 15360, Note_on_c, 0, 74, 48
2, 15360, Note_on_c, 0, 78, 57
2, 15840, Note_on_c, 0, 78, 0
2, 15840, Note_on_c, 0, 74, 0
2, 15840, Note_on_c, 0, 72, 54
2, 15840, Note_on_c, 0, 75, 64
2, 16200, Note_on_c, 0, 73, 48
2, 16200, Note_on_c, 0, 76, 57
2, 16210, Note_on_c, 0, 75, 0
2, 16210, Note_on_c, 0, 72, 0
2, 16320, Note_on_c, 0, 85, 64
2, 16320, Note_on_c, 0, 81, 54
2, 16800, Note_on_c, 0, 81, 0
2, 16800, Note_on_c, 0, 85, 0
2, 16800, Note_on_c, 0, 85, 68
2, 16800, Note_on_c, 0, 81, 57
2, 17280, Note_on_c, 0, 81, 0
2, 17280, Note_on_c, 0, 76, 0
2, 17280, Note_on_c, 0, 73, 0
2, 17280, Note_on_c, 0, 85, 0
2, 17280, Note_on_c, 0, 73, 44
2, 17280, Note_on_c, 0, 82, 44
2, 17280, Note_on_c, 0, 76, 44
2, 17280, Note_on_c, 0, 85, 52
2, 17280, Note_on_c, 0, 70, 44
2, 18220, Note_on_c, 0, 70, 0
2, 18220, Note_on_c, 0, 76, 0
2, 18220, Note_on_c, 0, 73, 0
2, 18220, Note_on_c, 0, 82, 0
2, 18220, Note_on_c, 0, 85, 0
2, 18240, Note_on_c, 0, 73, 45
2, 18240, Note_on_c, 0, 70, 38
2, 18720, Note_on_c, 0, 70, 0
2, 18720, Note_on_c, 0, 73, 0
2, 18720, Note_on_c, 0, 70, 40
2, 18720, Note_on_c, 0, 73, 48
2, 19080, Note_on_c, 0, 71, 34
2, 19080, Note_on_c, 0, 74, 40
2, 19090, Note_on_c, 0, 73, 0
2, 19090, Note_on_c, 0, 70, 0
2, 19200, Note_on_c, 0, 71, 0
2, 19200, Note_on_c, 0, 74, 0
2, 19200, Note_on_c, 0, 71, 28
2, 19200, Note_on_c, 0, 78, 37
2, 19680, Note_on_c, 0, 78, 0
2, 19680, Note_on_c, 0, 71, 0
2, 19680, Note_on_c, 0, 69, 28
2, 19680, Note_on_c, 0, 78, 33
2, 20160, Note_on_c, 0, 78, 0
2, 20160, Note_on_c, 0, 69, 0
2, 20160, Note_on_c, 0, 68, 23
2, 20160, Note_on_c, 0, 78, 28
2, 21100, Note_on_c, 0, 78, 0
2, 21100, Note_on_c, 0, 68, 0
2, 21120, Note_on_c, 0, 62, 33
2, 21120, Note_on_c, 0, 68, 39
2, 21600, Note_on_c, 0, 68, 0
2, 21600, Note_on_c, 0, 62, 0
2, 21600, Note_on_c, 0, 62, 36
2, 21600, Note_on_c, 0, 71, 43
2, 21960, Note_on_c, 0, 61, 31
2, 21960, Note_on_c, 0, 69, 37
2, 21970, Note_on_c, 0, 71, 0
2, 21970, Note_on_c, 0, 62, 0
2, 22060, Note_on_c, 0, 61, 0
2, 22060, Note_on_c, 0, 69, 0
2, 22080, Note_on_c, 0, 69, 43
2, 22200, Note_on_c, 0, 73, 27
2, 22200, Note_on_c, 0, 81, 32
2, 22560, Note_on_c, 0, 81, 0
2, 22560, Note_on_c, 0, 73, 0
2, 22560, Note_on_c, 0, 81, 32
2, 22560, Note_on_c, 0, 73, 27
2, 23040, Note_on_c, 0, 73, 0
2, 23040, Note_on_c, 0, 81, 0
2, 23040, Note_on_c, 0, 81, 31
2, 23040, Note_on_c, 0, 73, 26
2, 24000, Note_on_c, 0, 73, 0
2, 24000, Note_on_c, 0, 81, 0
2, 24000, Note_on_c, 0, 69, 0
2, 24000, End_track
3, 0, Start_track
3, 0, Title_t, "Piano left"
3, 0, Program_c, 0, 0
3, 0, Control_c, 0, 7, 100
3, 0, Control_c, 0, 10, 64
3, 956, Control_c, 0, 91, 127
3, 1440, Note_on_c, 0, 40, 31
3, 1490, Control_c, 0, 64, 127
3, 1920, Note_on_c, 0, 40, 0
3, 1920, Note_on_c, 0, 64, 34
3, 1920, Note_on_c, 0, 52, 28
3, 1935, Control_c, 0, 64, 0
3, 2097, Control_c, 0, 64, 127
3, 2400, Note_on_c, 0, 52, 0
3, 2400, Note_on_c, 0, 64, 0
3, 2400, Note_on_c, 0, 64, 27
3, 2400, Note_on_c, 0, 52, 23
3, 2880, Note_on_c, 0, 52, 0
3, 2880, Note_on_c, 0, 64, 0
3, 2880, Note_on_c, 0, 64, 24
3, 2880, Note_on_c, 0, 52, 19
3, 3627, Control_c, 0, 64, 0
3, 3820, Note_on_c, 0, 52, 0
3, 3820, Note_on_c, 0, 64, 0
3, 4320, Note_on_c, 0, 45, 32
3, 4391, Control_c, 0, 64, 127
3, 4800, Note_on_c, 0, 45, 0
3, 4800, Note_on_c, 0, 64, 36
3, 4800, Note_on_c, 0, 57, 30
3, 4816, Control_c, 0, 64, 0
3, 4998, Control_c, 0, 64, 127
3, 5280, Note_on_c, 0, 57, 0
3, 5280, Note_on_c, 0, 64, 0
3, 5280, Note_on_c, 0, 64, 30
3, 5280, Note_on_c, 0, 57, 25
3, 5760, Note_on_c, 0, 57, 0
3, 5760, Note_on_c, 0, 64, 0
3, 5760, Note_on_c, 0, 64, 30
3, 5760, Note_on_c, 0, 57, 25
3, 6480, Control_c, 0, 64, 0
3, 6700, Note_on_c, 0, 57, 0
3, 6700, Note_on_c, 0, 64, 0
3, 7200, Note_on_c, 0, 40, 30
3, 7292, Control_c, 0, 64, 127
3, 7680, Note_on_c, 0, 40, 0
3, 7680, Note_on_c, 0, 59, 31
3, 7680, Note_on_c, 0, 52, 26
3, 7690, Control_c, 0, 64, 0
3, 7885, Control_c, 0, 64, 127
3, 8160, Note_on_c, 0, 52, 0
3, 8160, Note_on_c, 0, 59, 0
3, 8160, Note_on_c, 0, 59, 24
3, 8160, Note_on_c, 0, 52, 19
3, 8640, Note_on_c, 0, 52, 0
3, 8640, Note_on_c, 0, 59, 0
3, 8640, Note_on_c, 0, 59, 22
3, 8640, Note_on_c, 0, 52, 18
3, 9280, Control_c, 0, 64, 0
3, 9580, Note_on_c, 0, 52, 0
3, 9580, Note_on_c, 0, 59, 0
3, 10080, Note_on_c, 0, 33, 30
3, 10193, Control_c, 0, 64, 127
3, 10560, Note_on_c, 0, 33, 0
3, 10560, Note_on_c, 0, 64, 33
3, 10560, Note_on_c, 0, 57, 28
3, 10560, Note_on_c, 0, 52, 28
3, 10570, Control_c, 0, 64, 0
3, 10744, Control_c, 0, 64, 127
3, 11040, Note_on_c, 0, 52, 0
3, 11040, Note_on_c, 0, 57, 0
3, 11040, Note_on_c, 0, 64, 0
3, 11040, Note_on_c, 0, 64, 27
3, 11040, Note_on_c, 0, 57, 22
3, 11040, Note_on_c, 0, 52, 22
3, 11520, Note_on_c, 0, 52, 0
3, 11520, Note_on_c, 0, 57, 0
3, 11520, Note_on_c, 0, 64, 0
3, 11520, Note_on_c, 0, 64, 18
3, 11520, Note_on_c, 0, 57, 15
3, 11520, Note_on_c, 0, 52, 15
3, 12267, Control_c, 0, 64, 0
3, 12460, Note_on_c, 0, 52, 0
3, 12460, Note_on_c, 0, 57, 0
3, 12460, Note_on_c, 0, 64, 0
3, 12960, Note_on_c, 0, 40, 33
3, 13108, Control_c, 0, 64, 127
3, 13440, Note_on_c, 0, 40, 0
3, 13440, Note_on_c, 0, 64, 31
3, 13440, Note_on_c, 0, 52, 26
3, 13454, Control_c, 0, 64, 0
3, 13603, Control_c, 0, 64, 127
3, 13920, Note_on_c, 0, 52, 0
3, 13920, Note_on_c, 0, 64, 0
3, 13920, Note_on_c, 0, 64, 29
3, 13920, Note_on_c, 0, 52, 25
3, 14400, Note_on_c, 0, 52, 0
3, 14400, Note_on_c, 0, 64, 0
3, 14400, Note_on_c, 0, 64, 27
3, 14400, Note_on_c, 0, 52, 23
3, 15120, Control_c, 0, 64, 0
3, 15340, Note_on_c, 0, 52, 0
3, 15340, Note_on_c, 0, 64, 0
3, 15840, Note_on_c, 0, 45, 39
3, 15939, Control_c, 0, 64, 127
3, 16320, Note_on_c, 0, 45, 0
3, 16320, Note_on_c, 0, 69, 42
3, 16320, Note_on_c, 0, 64, 35
3, 16320, Note_on_c, 0, 57, 35
3, 16330, Control_c, 0, 64, 0
3, 16468, Control_c, 0, 64, 127
3, 16800, Note_on_c, 0, 57, 0
3, 16800, Note_on_c, 0, 64, 0
3, 16800, Note_on_c, 0, 69, 0
3, 16800, Note_on_c, 0, 57, 37
3, 16800, Note_on_c, 0, 64, 37
3, 16800, Note_on_c, 0, 69, 44
3, 17280, Note_on_c, 0, 69, 0
3, 17280, Note_on_c, 0, 64, 0
3, 17280, Note_on_c, 0, 57, 0
3, 17280, Control_c, 0, 64, 0
3, 17280, Note_on_c, 0, 66, 38
3, 17280, Note_on_c, 0, 64, 32
3, 17280, Note_on_c, 0, 61, 32
3, 17280, Note_on_c, 0, 54, 32
3, 17654, Control_c, 0, 64, 127
3, 17940, Control_c, 0, 64, 0
3, 18220, Note_on_c, 0, 54, 0
3, 18220, Note_on_c, 0, 66, 0
3, 18220, Note_on_c, 0, 64, 0
3, 18220, Note_on_c, 0, 61, 0
3, 18720, Note_on_c, 0, 35, 28
3, 18805, Control_c, 0, 64, 127
3, 19200, Note_on_c, 0, 35, 0
3, 19200, Note_on_c, 0, 62, 42
3, 19200, Note_on_c, 0, 54, 35
3, 19207, Control_c, 0, 64, 0
3, 19334, Control_c, 0, 64, 127
3, 19680, Note_on_c, 0, 54, 0
3, 19680, Note_on_c, 0, 62, 0
3, 19680, Note_on_c, 0, 62, 31
3, 19680, Note_on_c, 0, 59, 26
3, 19680, Note_on_c, 0, 54, 26
3, 20160, Note_on_c, 0, 54, 0
3, 20160, Note_on_c, 0, 59, 0
3, 20160, Note_on_c, 0, 62, 0
3, 20160, Note_on_c, 0, 62, 22
3, 20160, Note_on_c, 0, 59, 18
3, 20160, Note_on_c, 0, 52, 18
3, 20165, Control_c, 0, 64, 0
3, 20427, Control_c, 0, 64, 127
3, 20880, Control_c, 0, 64, 0
3, 21100, Note_on_c, 0, 52, 0
3, 21100, Note_on_c, 0, 59, 0
3, 21100, Note_on_c, 0, 62, 0
3, 21600, Note_on_c, 0, 33, 21
3, 21664, Control_c, 0, 64, 127
3, 21973, Control_c, 0, 64, 0
3, 22024, Control_c, 0, 64, 127
3, 22200, Note_on_c, 0, 52, 28
3, 22200, Note_on_c, 0, 57, 28
3, 22200, Note_on_c, 0, 64, 34
3, 22320, Note_on_c, 0, 33, 0
3, 22560, Note_on_c, 0, 52, 0
3, 22560, Note_on_c, 0, 57, 0
3, 22560, Note_on_c, 0, 64, 0
3, 22560, Note_on_c, 0, 64, 31
3, 22560, Note_on_c, 0, 57, 26
3, 23040, Note_on_c, 0, 57, 0
3, 23040, Note_on_c, 0, 64, 0
3, 23040, Note_on_c, 0, 64, 28
3, 23040, Note_on_c, 0, 57, 23
3, 23813, Control_c, 0, 64, 0
3, 24000, Note_on_c, 0, 57, 0
3, 24000, Note_on_c, 0, 64, 0
3, 24000, End_track
4, 0, Start_track
4, 0, Title_t, "Chopin: Prelude No.7 in A, Op. 28"
4, 0, End_track
5, 0, Start_track
5, 0, Title_t, "Copyright © 1997 by Bernd Krueger"
5, 0, End_track
6, 0, Start_track
6, 0, Title_t, "http://www.piano-midi.de"
6, 0, End_track
7, 0, Start_track
7, 0, Title_t, "Edition: 2014-02-20"
7, 0, End_track
8, 0, Start_track
8, 0, Title_t, "Spur 7"
8, 0, Control_c, 0, 7, 127
8, 0, Control_c, 0, 10, 64
8, 0, End_track
9, 0, Start_track
9, 0, Title_t, "Spur 8"
9, 0, Control_c, 0, 7, 127
9, 0, Control_c, 0, 10, 64
9, 0, End_track
0, 0, End_of_file
